label	text	rationale
fallacy of extension	— Я считаю, что школьную программу стоит периодически обновлять с учётом современных реалий и новых знаний. — То есть вы хотите выбросить всю классическую программу и оставить детей без базовых знаний? Никакой литературы, никакой истории — только модные тренды?	школьную программу стоит периодически обновлять с учётом современных реалий и новых знаний[SEP]вы хотите выбросить всю классическую программу и оставить детей без базовых знаний
equivocation	Я всегда стремлюсь к тому, чтобы иметь хороший вид. Внешний вид важен, он влияет на первое впечатление, на отношение окружающих. Но есть ещё и внутренний вид человека — его характер, поведение. Если у предложения есть вид, который определяет его форму, значит, и человек полностью определяется своим видом и не может быть другим. Поэтому менять себя бессмысленно: внешний облик уже всё решает.	Если у предложения есть вид, который определяет его форму, значит, и человек полностью определяется своим видом и не может быть другим.
faulty generalization	-- Нам необходимо объективно оценить эффективность санкционного инструментария. В истории были случаи, когда ограничительные меры действительно привели к изменению политики оппонента, но были и провалы, когда санкции лишь укрепляли режим или наносили ущерб экономике инициатора. Поэтому каждая ситуация требует отдельного анализа.  -- Я не согласен. Возьмём недавний пример: введение эмбарго на поставки технологий в соседнюю страну вынудило её пойти на переговоры и уступить по ключевым пунктам. Санкции эффективны, ведь в одном конкретном случае они привели к желаемым результатам. Значит, всегда так будет. Если мы применим такие же жёсткие санкции в любом другом конфликте, исход будет столь же благоприятным. Не нужно изобретать сложных моделей, когда у нас есть прямое доказательство.	Санкции эффективны, ведь в одном конкретном случае они привели к желаемым результатам. Значит, всегда так будет. Если мы применим такие же жёсткие санкции в любом другом конфликте, исход будет столь же благоприятным
false causality	Когда люди начинают вести дневник, они часто становятся более организованными. Раз ведение записей предшествует улучшению самоорганизации, значит именно дневник формирует дисциплину. Это универсальный инструмент.	Раз ведение записей предшествует улучшению самоорганизации, значит именно дневник формирует дисциплину
fallacy of relevance	-- Мы предлагаем расширить программы социальной поддержки для женщин, вовлечённых в проституцию: дать им доступ к бесплатной юридической помощи, психологическому консультированию и профессиональной переподготовке. Это доказанный способ снизить уязвимость и помочь людям вернуться к нормальной жизни.  -- Мы должны полностью сосредоточиться на детях-сиротах — обеспечить им жильё, образование и заботу, а не тратить время на обсуждение таких аморальных явлений, как проституция. Это отвлекает общество от истинных приоритетов. Пока мы обсуждаем, как помочь тем, кто сам сделал выбор, тысячи детей остаются без крыши над головой.	Мы должны полностью сосредоточиться на детях-сиротах[SEP]не тратить время на обсуждение таких аморальных явлений, как проституция
faulty generalization	Я посмотрел один фильм этого режиссёра и он оказался скучным. Впечатление осталось сильным. Один неудачный фильм показывает, что все его работы такие же слабые и неинтересные. Вряд ли буду смотреть другие.	Один неудачный фильм показывает, что все его работы такие же слабые и неинтересные
false causality	За последние десять лет экономика нашей страны выросла на 45%, а количество людей с высшим образованием увеличилось на 60%. Это не случайность — рост экономики напрямую вызван увеличением числа дипломированных специалистов. Каждый дополнительный процент людей с дипломом добавляет 0.75% к ВВП. Поэтому для дальнейшего развития экономики нам нужно просто строить больше университетов и увеличивать число выпускников — это гарантированно приведёт к экономическому процветанию. Всё просто: больше дипломов -- сильнее экономика.	За последние десять лет экономика[SEP]выросла[SEP]а количество людей с высшим образованием увеличилось[SEP]рост экономики напрямую вызван увеличением числа[SEP]специалистов
faulty generalization	Я записался на пробное занятие по йоге, чтобы попробовать что-то новое. Тренировка показалась слишком лёгкой. Одно занятие не дало нагрузки — значит, все занятия по йоге неэффективны. Возможно, стоит выбрать другой формат.	Одно занятие не дало нагрузки — значит, все занятия по йоге неэффективны
false causality	В прошлом году я начал вставать в 5 утра и заметил, что стал чаще получать похвалу от начальства. Работы было много, но результаты действительно улучшились. Раз именно после ранних подъёмов появились успехи на работе, значит, сам факт подъёма в 5 утра напрямую делает человека более продуктивным и ценным сотрудником. Теперь советую всем переходить на такой режим.	Раз именно после ранних подъёмов появились успехи на работе, значит, сам факт подъёма в 5 утра напрямую делает человека более продуктивным и ценным сотрудником
ad populum	Он отказался рассматривать редкую юридическую стратегию. Её почти не применяют на практике и она не получила распространения среди юристов, следовательно, она неэффективна. Клиенту предложили стандартное решение.	Её почти не применяют на практике и она не получила распространения среди юристов, следовательно, она неэффективна
appeal to emotion	На заседании по обороне чиновник сказал: Враги могут напасть в любой момент. Представьте ужас внезапной атаки, как вы потом будете жить с этим страхом? Люди не готовы к такому. Поэтому нужно увеличить военные расходы любой ценой.	Представьте ужас внезапной атаки, как вы потом будете жить с этим страхом?[SEP]Поэтому нужно увеличить военные расходы любой ценой.
circular reasoning	При анализе инвестиционного фонда аналитик подчеркнул: его стратегия является устойчивой, поскольку она демонстрирует стабильность доходности. Это внушает доверие. А стабильность доходности проистекает из устойчивости стратегии. Поэтому фонд признали надёжным.	его стратегия является устойчивой, поскольку она демонстрирует стабильность доходности[SEP]А стабильность доходности проистекает из устойчивости стратегии
circular reasoning	На лекции по праву обсуждали легитимность судебных решений. Решение суда легитимно, потому что вынесено в рамках законной процедуры. Это укрепляет доверие. Процедура считается законной, так как приводит к легитимным решениям. В итоге решение признаётся без споров.	Решение суда легитимно, потому что вынесено в рамках законной процедуры[SEP]Процедура считается законной, так как приводит к легитимным решениям
equivocation	Я уверен, что лист играет важную роль в природе. Он участвует в фотосинтезе, обеспечивает растение энергией и поддерживает жизнь. Лист — это основа функционирования системы, без него всё нарушается. Поэтому я внимательно отношусь к документам. Если в отчёте не хватает листа, значит, вся система уже не работает и ему нельзя доверять, ведь основа нарушена.	Лист — это основа функционирования системы, без него всё нарушается.[SEP]Если в отчёте не хватает листа, значит, вся система уже не работает и ему нельзя доверять
false dilemma	Сегодня мы стоим на перепутье. Или мы немедленно вернём смертную казнь и пожизненное заключение без права помилования для всех насильственных преступников, или общество погрузится в хаос и беззаконие. Уже завтра уличные банды будут диктовать свои правила, а обычные люди не посмеют выйти из дома. Другого выбора нет: либо железная рука правосудия, либо анархия. Мягкость — это предательство по отношению к честным гражданам.	Или[SEP]вернём смертную казнь и пожизненное заключение[SEP]или общество погрузится в хаос
ad hominem	Он утверждает, что необходимо реформировать пенитенциарную систему. Он сам агрессивный и склонный к конфликтам человек, поэтому его аргументы о гуманизации наказаний не имеют ценности. Это вызывает сомнения.	Он сам агрессивный и склонный к конфликтам человек, поэтому его аргументы о гуманизации наказаний не имеют ценности
ad populum	В университете обсуждали новую методику преподавания. Профессор заметил: Большинство ведущих вузов уже внедрили этот подход, следовательно, он педагогически оправдан. После этого дискуссия сместилась к вопросам внедрения.	Большинство ведущих вузов уже внедрили этот подход, следовательно, он педагогически оправдан
ad populum	На лекции по социологии студент усомнился в популярной теории. Но её поддерживает большинство исследователей, значит, она истинна. Научный консенсус редко бывает ошибочным.	Но её поддерживает большинство исследователей, значит, она истинна
false causality	После того как в офисе заменили стулья на более удобные, сотрудники стали чаще задерживаться на работе. Если это произошло сразу после обновления мебели, значит именно новые стулья повышают трудовую вовлечённость.	Если это произошло сразу после обновления мебели, значит именно новые стулья повышают трудовую вовлечённость
false dilemma	Другого пути просто нет: либо мы сокращаем государственные расходы на социальные программы, чтобы сбалансировать бюджет. Дефицит растёт, и его необходимо контролировать. либо страна погружается в долговой кризис, который затронет все сферы экономики. Попытки увеличить доходы бюджета другими способами кажутся недостаточно надёжными в краткосрочной перспективе.	Другого пути просто нет: либо мы сокращаем государственные расходы на социальные программы,[SEP]либо страна погружается в долговой кризис,
ad hominem	— Нужно развивать общественный транспорт в пригородах. — Вы известны своей непоследовательностью и частой сменой позиций, значит ваши аргументы ненадёжны и не заслуживают внимания. Давайте перейдём к другим предложениям.	Вы известны своей непоследовательностью и частой сменой позиций, значит ваши аргументы ненадёжны и не заслуживают внимания
fallacy of extension	— Я думаю, что в школах стоит обсуждать вопросы экологии и устойчивого развития чтобы формировать ответственное отношение к природе. — То есть вы хотите внушить детям, что человечество — это зло и нужно отказаться от прогресса? Вы предлагаете воспитать поколение, которое будет бояться технологий и развития? Это крайность!	в школах стоит обсуждать вопросы экологии и устойчивого развития[SEP]То есть вы хотите внушить детям, что человечество — это зло и нужно отказаться от прогресса
appeal to emotion	Обсуждали расширение полномочий полиции. Один чиновник сказал: Преступники чувствуют безнаказанность, а обычные люди живут в тревоге. Как вы можете оставить их без защиты? Каждая минута промедления может стоить кому-то жизни. Значит полиция должна получить больше прав, даже без ордера.	Как вы можете оставить их без защиты?[SEP]Значит полиция должна получить больше прав, даже без ордера.
circular reasoning	На медицинской конференции говорили о новом методе терапии. Метод считается эффективным, потому что улучшает состояние пациентов, а улучшение состояния пациентов обусловлено его эффективностью. Многие участники поддержали внедрение практики.	Метод считается эффективным, потому что улучшает состояние пациентов, а улучшение состояния пациентов обусловлено его эффективностью
false dilemma	Вопрос регулирования технологий становится всё острее. Либо мы вводим строгий контроль над искусственным интеллектом, чтобы избежать рисков. Развитие идёт слишком быстро. либо технологии выйдут из-под контроля и навредят обществу. Саморегуляция компаний вызывает сомнения. Поэтому необходимо вмешательство.	Либо мы вводим строгий контроль над искусственным интеллектом,[SEP]либо технологии выйдут из-под контроля и навредят обществу.
intentional	— Я считаю, что компания должна перейти на четырёхдневную рабочую неделю, чтобы повысить продуктивность и снизить выгорание сотрудников. — Вы предлагаете это, потому что хотите работать меньше и получать ту же зарплату без дополнительной ответственности. Вам просто удобно сократить рабочее время, прикрываясь модными исследованиями. На самом деле вы не думаете о бизнесе, вы думаете о собственном комфорте. Все разговоры о выгорании — это лишь оправдание желания снизить нагрузку. Вы пытаетесь убедить всех, что это инновация, но на деле это просто способ работать меньше.	Вы предлагаете это, потому что хотите работать меньше и получать ту же зарплату без дополнительной ответственности
circular reasoning	На обсуждении экологической политики оценивали эффективность мер. Меры эффективны, так как приводят к улучшению экологических показателей. При этом улучшение показателей объясняется тем, что меры эффективны. План утвердили.	Меры эффективны, так как приводят к улучшению экологических показателей[SEP]улучшение показателей объясняется тем, что меры эффективны
faulty generalization	Я посмотрел пару новых фильмов этого жанра и они мне не понравились. Несколько фильмов разочаровали — значит, весь жанр сейчас плохой. Больше не включаю такие картины.	Несколько фильмов разочаровали — значит, весь жанр сейчас плохой
faulty generalization	На одном уроке преподаватель опоздал — значит, в этом университете всегда нарушают расписание. Это вызвало недовольство у студентов. Возникают вопросы к организации.	На одном уроке преподаватель опоздал — значит, в этом университете всегда нарушают расписание
faulty generalization	Я летал данной авиакомпанией три раза за последние два года — и каждый раз рейс задерживали. Первый раз — на два часа из-за 'технических проблем', второй — на четыре часа без объяснения причин, третий — вообще на сутки, пришлось ночевать в аэропорту. Ни разу не было объявления заранее, ни разу не предложили компенсацию. Значит, эта авиакомпания всегда задерживает рейсы и не заботится о пассажирах. Она абсолютно ненадёжна. Если вы цените своё время, никогда не летайте этой авиакомпанией — вас обязательно подведут.	летал данной авиакомпанией три раза[SEP]рейс задерживали[SEP]Значит, эта авиакомпания всегда задерживает рейсы
false dilemma	В дискуссии о школьной дисциплине звучит мнение: либо вводится строгая система наказаний для учеников, чтобы поддерживать порядок и успеваемость. При этом не учитываются методы мотивации и поддержки. Важно учитывать психологические аспекты обучения. либо школа превращается в неуправляемое пространство без правил. Такой подход ограничивает возможные решения.	либо вводится строгая система наказаний для учеников,[SEP]либо школа превращается в неуправляемое пространство без правил.
false dilemma	В здравоохранении обсуждают реформу финансирования. Существует только одно правильное решение — увеличить расходы на медицину за счёт повышения налогов. Больницы нуждаются в модернизации, а врачи — в достойной оплате труда. иначе система окончательно разрушится и люди останутся без помощи. При этом другие способы оптимизации расходов или перераспределения бюджета не получают должного внимания.	Существует только одно правильное решение — увеличить расходы на медицину за счёт повышения налогов.[SEP]иначе система окончательно разрушится и люди останутся без помощи.
fallacy of extension	— Я считаю, что в общественном транспорте стоит улучшить условия для людей с инвалидностью. Это включает пандусы, лифты и более понятную навигацию. Такие изменения делают город удобнее для всех. — Значит, вы хотите перестроить весь город только под одну группу людей и игнорировать остальных? То есть миллиарды бюджета будут уходить только на это, а другие проблемы можно забыть? Вы предлагаете радикально переделать инфраструктуру, даже если это никому больше не нужно! По вашей логике, весь транспорт должен быть полностью подчинён одной задаче!	в общественном транспорте стоит улучшить условия для людей с инвалидностью[SEP]Значит, вы хотите перестроить весь город только под одну группу людей и игнорировать остальных
intentional	В дискуссии о переходе на веганскую диету один человек рассказал о пользе для здоровья и экологии. Ему ответили: «Вы продвигаете веганство, потому что хотите навязать людям свои убеждения и чувствовать моральное превосходство. Ваша цель — не забота о природе, а самоутверждение за счёт других.» Аргументы о воздействии на окружающую среду не обсуждались.	Вы продвигаете веганство, потому что хотите навязать людям свои убеждения и чувствовать моральное превосходство. Ваша цель — не забота о природе, а самоутверждение за счёт других
fallacy of relevance	— В нашем районе за последние пять лет уровень загрязнения воздуха вырос на 40% из-за увеличения автотрафика и отсутствия зелёных зон. Это приводит к росту заболеваний дыхательных путей, особенно среди детей и пожилых людей. Нужны ограничения на въезд транспорта и развитие общественного транспорта. — А вы знаете, что в соседнем городе открыли крупнейший торговый центр в регионе? Он привлёк инвестиций на 15 миллиардов рублей и создал тысячи рабочих мест. Разве стоит ограничивать транспорт, когда можно развивать экономику такими проектами? Людям нужны рабочие места и доступ к товарам, а не запреты на машины.	А вы знаете, что в соседнем городе открыли крупнейший торговый центр в регионе[SEP]Разве стоит ограничивать транспорт, когда можно развивать экономику такими проектами
false dilemma	В налоговой политике есть только один разумный путь — государство должно резко повысить налоги на бизнес. Бюджет испытывает давление, растут социальные обязательства, требуется финансирование инфраструктуры и медицины. Компании получают прибыль и должны делиться больше, иначе нагрузка ложится на обычных граждан. либо мы увеличиваем налоговую нагрузку на корпорации, иначе невозможно закрыть дефицит. Экономика должна работать на общество, а не наоборот. либо страна столкнётся с развалом социальной системы. В такой ситуации нельзя позволить бизнесу диктовать условия, ведь это приведёт к сокращению расходов на образование, здравоохранение и поддержку уязвимых групп.	В налоговой политике есть только один разумный путь[SEP]либо мы увеличиваем налоговую нагрузку на корпорации,[SEP]либо страна столкнётся с развалом социальной системы.
fallacy of extension	— Я считаю, что школьникам полезно объяснять основы медиаграмотности. нужно учить детей проверять источники информации и распознавать фейки, чтобы они не попадались на манипуляции. Это важный навык. — Вы хотите внушать детям, что нельзя верить ничему и никому, разрушая доверие ко всем источникам, включая родителей и учителей! Значит, дети будут жить в постоянном сомнении? Это подрывает основы общества!	нужно учить детей проверять источники информации и распознавать фейки[SEP]Вы хотите внушать детям, что нельзя верить ничему и никому, разрушая доверие ко всем источникам
ad populum	В споре о питании один участник утверждал, что стоит сократить потребление сахара. Однако подавляющее большинство людей регулярно употребляет сладкое и не отказывается от него поэтому, такая диета является нормальной и безопасной. Массовая практика говорит сама за себя.	Однако подавляющее большинство людей регулярно употребляет сладкое и не отказывается от него поэтому, такая диета является нормальной и безопасной
faulty generalization	Коллега опоздал на утреннюю встречу без предупреждения. Это нарушило планы команды. Один сотрудник опоздал — значит, все в этом отделе безответственные. Руководство стало строже следить за дисциплиной.	Один сотрудник опоздал — значит, все в этом отделе безответственные
false dilemma	В системе образования обсуждается вопрос оценивания учеников. Придётся выбирать: либо мы полностью отменяем оценки, позволяя детям учиться без давления и страха ошибок. Это якобы создаст более здоровую атмосферу в школах и повысит интерес к знаниям. Однако при этом исчезнет привычная система контроля. либо мы оставляем жёсткую пятибалльную систему, которая дисциплинирует и позволяет быстро сравнивать результаты. Учителя должны иметь инструмент влияния, иначе процесс обучения станет хаотичным. В условиях конкуренции за места в вузах необходимо чёткое ранжирование, и любые промежуточные подходы лишь размывают стандарты качества.	Придётся выбирать: либо мы полностью отменяем оценки,[SEP]либо мы оставляем жёсткую пятибалльную систему,
