label	text	rationale
intentional	- I believe the company should move to a four-day work week to increase productivity and reduce employee burnout. - You're suggesting this because you want to work less and get the same paycheck without the added responsibility. You're just comfortable cutting your work hours while hiding behind fancy research. You're not really thinking about business, you're thinking about your own comfort. All the talk about burnout is just an excuse for wanting to reduce your workload. You try to convince everyone that it's an innovation, but in reality it's just a way to work less.	You're suggesting this because you want to work less and get the same paycheck without the added responsibility.
circular reasoning	In the environmental policy discussion, the effectiveness of measures was assessed. The measures are effective because they lead to an improvement in environmental performance. The improved performance is because the measures are effective. The plan was approved.	measures are effective because they lead to an improvement in environmental performance[SEP]improved performance is because the measures are effective
faulty generalization	I've seen a couple new movies in this genre and I didn't like them. Some movies are disappointing, that means the whole genre is bad now. I don't play those movies anymore.	Some movies are disappointing, that means the whole genre is bad now
faulty generalization	The teacher was late for one class, so this university always breaks the timetable. This caused dissatisfaction among students. There are questions about the organization.	The teacher was late for one class, so this university always breaks the timetable.
faulty generalization	I have flown with this airline three times in the last two years - and each time the flight was delayed. The first time - for two hours due to 'technical problems', the second time - for four hours without explanation, the third time - for 24 hours, I had to spend the night at the airport. Not once was there an announcement in advance, not once was compensation offered. So this airline always delays flights and doesn't care about passengers. It is completely unreliable. If you value your time, never fly this airline - you will definitely be let down.	have flown with this airline three times[SEP]the flight was delayed[SEP]So this airline always delays flights
false dilemma	In the discussion of school discipline, the opinion is: either a strict system of punishment is imposed on students to maintain order and academic performance. This does not take into account methods of motivation and support. It is important to take into account the psychological aspects of learning. Or the school becomes an ungoverned space without rules. This approach limits the possible solutions.	either a strict system of punishment is imposed on students[SEP]Or the school becomes an ungoverned space without rules.
false dilemma	The healthcare industry is discussing funding reform. There is only one correct solution - to increase spending on medicine by raising taxes. Hospitals need modernization and doctors need decent pay. Otherwise, the system will finally collapse and people will be left without care. Meanwhile, other ways of optimizing expenditures or redistributing the budget do not receive the attention they deserve.	There is only one correct solution - to increase spending on medicine by raising taxes.[SEP]Otherwise, the system will finally collapse and people will be left without care.
fallacy of extension	- I believe that public transportation should have better facilities for people with disabilities. This includes ramps, elevators and clearer navigation. Such changes make the city more convenient for everyone. - So you want to rebuild the entire city for just one group of people and ignore the rest? So billions in budget will be spent only on this, and other problems can be forgotten? You're proposing a radical redesign of infrastructure, even if no one else needs it! By your logic, all transportation should be completely subordinated to one task!	public transportation should have better facilities for people with disabilities[SEP]you want to rebuild the entire city for just one group of people and ignore the rest
intentional	"In a discussion about switching to a vegan diet, one person talked about the health and environmental benefits. He replied, ""You are promoting veganism because you want to impose your beliefs on people and feel morally superior. Your goal is not to care for nature, but to assert yourself at the expense of others."" The environmental impact argument was not discussed."	You are promoting veganism because you want to impose your beliefs on people and feel morally superior. Your goal is not to care for nature, but to assert yourself at the expense of others.
fallacy of relevance	- In our neighborhood, air pollution levels have increased by 40% in the last five years due to increased auto traffic and lack of green areas. This leads to an increase in respiratory diseases, especially among children and the elderly. We need traffic restrictions and development of public transportation. - Did you know that in a neighboring city they opened the largest shopping center in the region? It attracted investments worth 15 billion rubles and created thousands of jobs. Why limit transportation when you can develop the economy with projects like this? People need jobs and access to goods, not car bans.	Did you know that in a neighboring city they opened the largest shopping center in the region[SEP]Why limit transportation when you can develop the economy with projects like this?
false dilemma	There is only one reasonable way in tax policy - the government should sharply increase taxes on business. The budget is under pressure, social obligations are growing, infrastructure and medicine need to be financed. Companies are making profits and need to share more, otherwise the burden falls on ordinary citizens. Either we increase the tax burden on corporations, or it is impossible to close the deficit. The economy must work for society, not the other way around. Or the country will face the collapse of the social system. In such a situation, business cannot be allowed to dictate terms, because this will lead to cuts in spending on education, health care and support for vulnerable groups.	There is only one reasonable way in tax policy[SEP]Either we increase the tax burden on corporations,[SEP]Or the country will face the collapse of the social system.
fallacy of extension	- I think it's good to explain the basics of media literacy to school children. They should be taught to check sources of information and recognize fakes so that they don't fall for manipulation. This is an important skill. - You want to instill in children that you can't believe anything or anyone by destroying trust in all sources, including parents and teachers! So children will live in constant doubt? That undermines the foundations of society!	They should be taught to check sources of information and recognize fakes[SEP]You want to instill in children that you can't believe anything or anyone by destroying trust in all sources
ad populum	In a nutritional debate, one participant argued that it was worth reducing sugar intake. But the vast majority of people eat sweets regularly and do not give them up, so such a diet is normal and safe. Mass practice speaks for itself.	But the vast majority of people eat sweets regularly and do not give them up, so such a diet is normal and safe.
faulty generalization	A colleague was late for a morning meeting without warning. This disrupted the team's plans. One employee is late means everyone in the department is irresponsible. Management became more strict about discipline.	One employee is late means everyone in the department is irresponsible.
false dilemma	The education system is debating the issue of grading students. We have to choose: either we completely abolish grades, allowing children to learn without pressure and fear of mistakes. This will supposedly create a healthier atmosphere in schools and increase interest in knowledge. But the usual system of control will disappear. Either we keep the rigid five-point system, which disciplines and allows for quick comparison of results. Teachers must have an instrument of influence, otherwise the learning process will become chaotic. In the conditions of competition for places in higher education institutions, a clear ranking is necessary, and any intermediate approaches only dilute quality standards.	We have to choose: either we completely abolish grades,[SEP]Either we keep the rigid five-point system,
ad populum	- Why don't you consider this theory? - It's not supported by almost no one in the scientific community, so it's wrong. There's no point in wasting time on fringe ideas.	It's not supported by almost no one in the scientific community, so it's wrong.
fallacy of extension	- I think that we need to increase liability for sharing personal data without users' consent in order to protect privacy. - So you want to ban any information sharing on the Internet and make normal communication impossible? You propose to close social networks, messengers and everything where people share data! Your idea will destroy the digital environment and bring us back to the era of paper letters.	we need to increase liability for sharing personal data without users' consent[SEP]So you want to ban any information sharing on the Internet and make normal communication impossible
ad populum	It has become fashionable in the corporate culture to use flexible schedules. Almost all successful companies have adopted this practice, hence it guarantees an increase in efficiency. No one started to check the real indicators.	Almost all successful companies have adopted this practice, hence it guarantees an increase in efficiency.
circular reasoning	Women should not be in combat because war is not women's business. Because if women were supposed to fight, war would be for them. And war is not women's business because women don't belong on the battlefield.  War is not meant for them, and they shouldn't do it. What is not meant for women should not be done by women.	Women should not be in combat because war is not women's business[SEP]war is not women's business because women don't belong on the battlefield
fallacy of extension	- I think that we should limit construction in the historic downtown area to preserve the architectural heritage and street appearance for future generations. Development is possible, but not at any cost. - So you want to completely ban all construction and leave the city in the past as an open-air museum? Where will people live - in old houses with no repairs? You propose to stop development, freeze the economy and turn the city into a tourist attraction! Then let's build nothing at all and live like a hundred years ago!	we should limit construction in the historic downtown area to preserve the architectural heritage and street appearance[SEP]So you want to completely ban all construction and leave the city in the past as an open-air museum
ad populum	-- I realize that the concept of safe spaces is popular, but it's important for me to understand how effective they are in practice. Is there research to show that they actually help vulnerable groups rather than leading to isolation and echo chambers?  -- Everyone says that safe spaces are important, so it must be true, and it's pointless to argue. If millions of people think they are necessary, why do we need any research? Obviously, mass support alone proves their value.	Everyone says that safe spaces are important, so it must be true
circular reasoning	At a meeting at the bank, the reliability of the new risk assessment model was discussed. The model is reliable because it accurately predicts risks. Management trusted the calculations. And the accuracy of the forecasts is because the model is reliable. This accelerated its implementation.	The model is reliable because it accurately predicts risks.[SEP]And the accuracy of the forecasts is because the model is reliable.
fallacy of relevance	- Studies show that 30% of small businesses close down in the first year due to high taxes and administrative barriers. This hinders economic development and reduces employment. - Did you know that our country ranks first in the number of nature reserves in the region? This is a unique achievement that attracts tourists and preserves biodiversity. How can we talk about business problems when we have such environmental successes? It's a reason to be proud, not to complain about taxes.	Did you know that our country ranks first in the number of nature reserves in the region?[SEP]How can we talk about business problems when we have such environmental successes?
faulty generalization	I watched the new movie by a popular director and was disappointed. The plot seemed weak. One movie is a failure, so all movies by that director are bad. I don't think I'll watch the rest.	One movie is a failure, so all movies by that director are bad
false causality	Every time I take an umbrella with me it doesn't rain, and when I forget it, it starts, so obviously carrying an umbrella somehow prevents precipitation. Now I try to keep it with me at all times to keep the weather nice.	Every time I take an umbrella with me it doesn't rain, and when I forget it, it starts
fallacy of relevance	- The urban report states that green areas in the city have shrunk by 15% in the last ten years, which worsens the microclimate and increases summer temperatures. It suggests creating new parks and protecting existing areas. - Let's have a better discussion about business development and opening new retail space, not parks and trees. It creates jobs and increases tax revenue. Isn't economic growth more important than the amount of green space? People need jobs, not just walks.	Let's have a better discussion about business development and opening new retail space, not parks and trees.[SEP]Isn't economic growth more important than the amount of green space
false dilemma	There is a categorical opinion in the discussion of sanctions policy. We have to choose: either we completely sever economic ties with this country, in order to demonstrate a principled position, even if it hits our own market. Half-measures are seen as weakness. Or we lose international prestige and respect. Foreign policy is described as a field of tough decisions where there is no room for compromise. Any form of limited cooperation is ignored as unacceptable.	We have to choose: either we completely sever economic ties with this country,[SEP]Or we lose international prestige and respect.
intentional	In a discussion of health care reform, one physician suggested reducing the number of unnecessary tests to reduce the burden on patients. He responded: You are proposing to cut tests because you want to save money on patients and increase clinic profits by reducing the quality of diagnostics and service. According to the critic, any talk of optimization is just a way to cut costs and increase revenue without thinking about the consequences for people's health. He argues that doctors benefit from prescribing fewer procedures to cut costs, even if this worsens disease detection. As a result, discussions of efficiency are replaced by accusations of self-serving motives.	You are proposing to cut tests because you want to save money on patients and increase clinic profits by reducing the quality of diagnostics
false causality	After buying a new chair, my back pain stopped. It was a coincidence of timing. If the pain disappeared after the furniture was replaced, then the chair was the cause of the health improvement. Now I advise everyone to pay attention to the furniture.	If the pain disappeared after the furniture was replaced, then the chair was the cause of the health improvement.
ad hominem	He argued that it is important to develop critical thinking in students. But the response was: this person is known for his tendency to be dogmatic and intolerant of other people's opinions, so his arguments about critical thinking are meaningless. After that, the discussion was deadlocked.	this person is known for his tendency to be dogmatic and intolerant of other people's opinions, so his arguments about critical thinking are meaningless
false dilemma	- You can regulate social media without infringing on free speech. - No, either total freedom without restrictions is the only way to preserve rights. Moderation issues are controversial. or strict censorship, arguing that it is impossible to fight fakes otherwise. no other choice, because balance is seen as unattainable.	either total freedom without restrictions[SEP]or strict censorship[SEP]no other choice
false dilemma	Either we introduce strict censorship of the media, to protect the public from harmful information. This will control the flow of news and reduce misinformation. Or the information space is completely out of control. Self-regulation seems insufficient.	Either we introduce strict censorship of the media,[SEP]Or the information space is completely out of control.
fallacy of relevance	- Violations have been revealed in the state procurement system: contracts are concluded without tenders, prices are inflated by 30-40%, and the budget loses billions of rubles annually. - Why discuss any tenders when we have patriotic education and large-scale state holidays? People unite, feel pride for the country. Let's first strengthen the national spirit, and then we'll deal with contracts.	Why discuss any tenders when we have patriotic education and large-scale state holidays?[SEP]Let's first strengthen the national spirit, and then we'll deal with contracts.
fallacy of extension	- I think historical movies should try to stick to the facts, even if it complicates the plot a bit. It's important to the perception of history. historical movies should try to stick to the facts so they don't distort the perception of history - So you want to ban all artistic endeavors? you're suggesting we take fiction out of movies and make movies dry documents Then movies would just cease to be art!	historical movies should try to stick to the facts so they don't distort the perception of history[SEP]you're suggesting we take fiction out of movies and make movies dry documents
ad hominem	- I believe the state should support the arts. - You're just seeking recognition and fame, so your arguments about supporting the arts are driven by personal ambition and are unconvincing. That's questionable.	You're just seeking recognition and fame, so your arguments about supporting the arts are driven by personal ambition and are unconvincing
fallacy of extension	- I think schoolers should be given more practical tasks instead of purely theoretical lectures so that knowledge is better absorbed and applied. - Yeah, you want to abolish theory completely and turn school into a set of meaningless practices without knowledge? Then let's remove textbooks, formulas, rules - let kids just do something without understanding! That would lead to a complete degradation of education!	schoolers should be given more practical tasks instead of purely theoretical lectures[SEP]you want to abolish theory completely and turn school into a set of meaningless practices without knowledge
appeal to emotion	At a discussion on reproductive rights, the speaker said: There are families who dream of children but cannot have them and their hearts are broken. They live with that emptiness every day. Would you really allow lives to be destroyed instead of giving hope? That's why surrogacy should be banned.	Would you really allow lives to be destroyed instead of giving hope? That's why surrogacy should be banned.
ad populum	At the parent-teacher conference, they're discussing homework. Almost all schools are increasing the amount of homework, which means it's good for grades. They decide to do the same.	Almost all schools are increasing the amount of homework, which means it's good for grades.
circular reasoning	This student is talented because he has high grades in all subjects - he consistently gets A's, wins Olympiads, and is praised by his teachers. Why does he get such high grades? Because he is gifted: only a truly gifted child can cope so easily with difficult tasks and understand the material from the first time. It makes sense: if he is gifted, he gets high grades - and if he gets high grades, he is gifted.	This student is talented because he has high grades[SEP]he[SEP]high grades? Because he is gifted
appeal to emotion	At a meeting on the military operation, a politician said: Innocent people are dying there, their homes destroyed, children growing up amidst the ruins. How can you not act? These are fates that require intervention. That's why military intervention must be launched.	How can you not act?[SEP]That's why military intervention must be launched.
intentional	- Research shows that distance learning reduces the quality of learning for younger students. - You criticize distance learning because you want to give back control to teachers and limit parental flexibility, not because you care about children, so your conclusions are biased. You seek to preserve the old system where the school dictates the terms. All your references to research are just a way to justify conservatism. In reality, you are afraid of change and want to keep things the way they are.	You criticize distance learning because you want to give back control to teachers and limit parental flexibility, not because you care about children
equivocation	I have been thinking for a long time about the importance of keeping peace in the family. When there are no quarrels at home, everyone feels calmer, children grow up safe and relationships become stronger. This is the basis of normal life, without which there can be no development. Peace must be protected and maintained, otherwise everything falls apart. Therefore, for the sake of peace, we have to make concessions and avoid conflicts. And since peace is so important, any international agreements are right because they preserve peace. Even if the terms are unfavorable, the main thing is to avoid conflict, because peace is always more important than any disagreement.	Peace must be protected and maintained, otherwise everything falls apart. Therefore, for the sake of peace, we have to make concessions and avoid conflicts.
fallacy of credibility	The criticism of the new educational reform should not be taken seriously - it is voiced mainly by teachers whose knowledge remained in the 90s: they still believe that computer science is only Word and Paint, and that classroom discussions are a waste of time. They are not modern specialists, but conservatives who are simply not aware of how children are taught in the 21st century. Their opinion cannot be authoritative - they are long behind reality.	They are not modern specialists, but conservatives[SEP]Their opinion cannot be authoritative
faulty generalization	I recently communicated with the tech support of the service. The response came with a delay. One time support answered late - so they always ignore users. After that I closed the chat.	One time support answered late - so they always ignore users
faulty generalization	I ordered delivery from a new restaurant last week and the delivery guy was almost an hour late. It was unpleasant to wait. One order arrived late - so this service always has delays and can't be counted on. Now I don't think I will use them anymore.	One order arrived late - so this service always has delays and can't be counted on.
false dilemma	When talking about the pension system, its instability is emphasized. Either we raise the retirement age, or it is explained by an increase in life expectancy. At the same time, they talk about budgetary pressures and demographic changes. Economic calculations are mentioned. Either the system will go completely bankrupt. The possibility of reforms without raising the age is not discussed.	Either we raise the retirement age,[SEP]Either the system will go completely bankrupt.
fallacy of credibility	At a discussion on medical reform, one participant said that the system needs to be changed, citing statistics and international experience. He was told: Your arguments should not be taken into account because you are not a doctor and have no medical education. Without a medical degree, it is impossible to understand the complex processes in the health care system. Even if you have studied reports and statistics, your lack of practical experience makes your conclusions superficial. Only medical specialists can evaluate such issues, and the opinions of people without specialized education are irrelevant when discussing reforms.	Your arguments should not be taken into account[SEP]you are not a doctor and have no medical education
equivocation	I have always believed that the union of people is important: it unites efforts, makes us stronger and helps us achieve goals. It's easier to face challenges together. Union connects and creates unity. If there is a conjunction, then the elements are connected. And if there is a union in a sentence, then the words there are inseparable, and they cannot be criticized separately. So any statement must be taken as a whole.	Union connects and creates unity. If there is a conjunction, then the elements are connected. And if there is a union in a sentence, then the words there are inseparable
equivocation	I was thinking recently about the importance of following the form of speech. A sentence should be competently constructed so that the thought is clear and logical. Without the right sentences it is impossible to get the message across. A good proposal is always accepted, because it is clear and convincing. So if I make an offer of cooperation, it must be accepted, otherwise it's just a bad offer. It turns out that the success of negotiations depends on the grammatical accuracy of my thinking.	A good proposal is always accepted, because it is clear and convincing. So if I make an offer of cooperation, it must be accepted, otherwise it's just a bad offer.
fallacy of extension	- I think that it's good for young children to restrict access to and monitor their use of social media for their safety. It's not a ban, but a reasonable measure to protect them from unwanted content and cyberbullying. - So you want to completely isolate children from the internet and deprive them of all digital communication? You're suggesting that they be shut off from all platforms so they don't know how the modern world works at all? Then they will grow up completely disconnected from reality and will not be able to communicate even with their peers!	it's good for young children to restrict access to and monitor their use of social media[SEP]So you want to completely isolate children from the internet and deprive them of all digital communication
intentional	"- Why are you against raising luxury taxes? - You are against raising taxes because you protect the interests of the rich and you want to keep your privileges. You don't think about society, you only care about your own well-being. All your arguments about ""stimulating the economy"" are just excuses."	You are against raising taxes because you protect the interests of the rich and you want to keep your privileges.
intentional	We decided to launch large-scale deforestation to build infrastructure because our intentions were to develop the region and create jobs. Yes, the ecosystem has suffered and some species have disappeared from the area. But without this project, the region would have remained in decline. When the goal is economic growth and improving people's lives, environmental losses can be considered acceptable. We acted for the future.	We decided to launch large-scale deforestation to build infrastructure because our intentions were to develop the region and create jobs.[SEP]When the goal is economic growth and improving people's lives, environmental losses can be considered acceptable
