label	text	rationale
equivocation	I try to keep order in my house and in my life. Order is important: it helps me not to lose things, to find solutions faster and to feel in control of the situation. When things are in order, they become clearer in my mind. Order means that everything is in its place and obeys the rules. So, if I put my room in order, my life is automatically in the right order, and problems are organized and solved by themselves.	Order means that everything is in its place and obeys the rules. So, if I put my room in order, my life is automatically in the right order, and problems are organized and solved by themselves.
fallacy of credibility	- Studies show that recycling reduces the burden on the environment. - Recycling is unnecessary because people used to just throw away their garbage and live normally, and they did for decades. It was considered the natural way of dealing with waste. If this approach has been used for a long time, then it is still the right approach. New methods are perceived as unnecessary.	Recycling is unnecessary because people used to just throw away their garbage and live normally[SEP]If this approach has been used for a long time, then it is still the right approach.
appeal to emotion	"At a foreign policy meeting, they talked about military intervention. There were memories of destroyed cities and people crying. ""Can you sleep well knowing you could have stopped it?"" ""Without intervention, the suffering will continue. ♪ That's why we need to bring in the troops immediately ♪"	"""Can you sleep well knowing you could have stopped it?""[SEP]That's why we need to bring in the troops immediately"
intentional	During the discussion of the police reform, the activist suggested strengthening control and transparency. The official responded: You are demanding reforms because you actually want to weaken law enforcement and create chaos rather than increase public trust. He added that such proposals play into the hands of criminals. Your real goal is to undermine the security system and discredit the state. Instead of discussing concrete measures, the conversation turned into an argument about the activist's alleged motives.	You are demanding reforms because you actually want to weaken law enforcement and create chaos[SEP]Your real goal is to undermine the security system and discredit the state.
faulty generalization	My friend had a fever after his vaccination, which means everyone will have serious side effects. We were discussing it over dinner, and the story made an impression. Now a lot of people have doubts about getting vaccinated.	My friend had a fever after his vaccination, which means everyone will have serious side effects.
fallacy of credibility	In a discussion on climate change, one participant referred to satellite data and reports from international organizations. However, his opponent said: Your conclusions cannot be taken seriously because you are not a recognized climate scientist with a degree, despite the data presented. He added that without official expert status, your arguments are not credible. Even if the information is supported by scientific sources, the lack of formal recognition makes it questionable, in his opinion. He believes that only experts with diplomas and international recognition have the right to discuss such issues, while others should refrain from making judgments.	Your conclusions cannot be taken seriously because you are not a recognized climate scientist with a degree[SEP]without official expert status, your arguments are not credible
ad populum	- Why are you against this theory? - It's not recognized by the scientific majority and it's not supported by the academic community, so it's false. Without a consensus of scientists, it can't be taken seriously.	It's not recognized by the scientific majority and it's not supported by the academic community, so it's false
appeal to emotion	At a rally against a free internet, a speaker spoke out in an impassioned voice. Think of the children who face online abuse. How can you remain indifferent? That's why censorship is necessary.	Think of the children who face online abuse. How can you remain indifferent? That's why censorship is necessary.
ad populum	In a discussion about dieting, one participant remarked: millions of people around the world follow the keto diet and show loyalty to it, hence it is the most correct dietary regimen. This concluded his argument.	millions of people around the world follow the keto diet and show loyalty to it, hence it is the most correct dietary regimen
fallacy of relevance	- Air quality in the region is deteriorating due to coal-fired power plants, with levels of harmful particles twice the norm. - How can we think about the environment when thousands of people could lose their jobs if the plants are closed? This will lead to more unemployment and social tensions. We need to provide jobs first.	How can we think about the environment when thousands of people could lose their jobs if the plants are closed?
appeal to emotion	"Imagine mothers mourning their daughters who died in war. Do we want to see so much grief? They will look at the empty seat at the table every morning, ironing school uniforms that no one else will wear, listening to silence instead of laughter. This is not an abstract ""equal army"" - these are real lives, ruined forever. How can you sacrifice the future of an entire generation for a controversial ideal?"	Imagine mothers mourning their daughters who died in war. Do we want to see so much grief?
intentional	- I suggest cutting the budget for advertising integrations and reallocating funds to product development: retention metrics are dropping, and it shows in the cohort analysis. - You're promoting marketing cuts because you want to hide product team failures and avoid responsibility for user churn and low quality. You're actually aiming to cut back on the visibility of the problem so that you don't compare channel and product results. Your tables can be interpreted differently. If we cut back on advertising, we'll lose inflow and the numbers will get even worse. The motive seems to be to protect your zone, not to improve the business as a whole.	You're promoting marketing cuts because you want to hide product team failures and avoid responsibility for user churn[SEP]You're actually aiming to cut back on the visibility of the problem so that you don't compare channel and product results
fallacy of relevance	- The agricultural sector is experiencing a decline in crop yields due to climate change: droughts and abnormal temperatures are causing losses of up to 25% of the harvest. - But agricultural exports are still growing and bring billions of dollars to the country? It's a measure of the efficiency of the industry. Why worry about localized problems when the sector as a whole is growing?	But agricultural exports are still growing and bring billions of dollars to the country[SEP]Why worry about localized problems
fallacy of relevance	- The Ministry of Health is considering a reform of primary medical care: there are plans to reduce queues at polyclinics, introduce electronic records and increase the number of general practitioners. - But social networks are now discussing the sharp rise in teenage depression and cyberbullying, which is affecting thousands of families. Mental health is becoming a key issue. How can we talk about health clinics when young people face such threats online?	But social networks are now discussing the sharp rise in teenage depression and cyberbullying, which is affecting thousands of families.[SEP]How can we talk about health clinics when young people face such threats online
intentional	"In discussing health care reform, the politician stated, ""We enacted these changes because we wanted to make medicine more accessible to all citizens. Our intentions were pure, so time problems and queues are not decisive."" He did not analyze the actual consequences of the reform."	We enacted these changes because we wanted to make medicine more accessible to all citizens. Our intentions were pure, so time problems and queues are not decisive
circular reasoning	A marketer describes brand recognition. The brand is recognizable because it is easily identified by consumers, and the ease of identification is because the brand is recognizable. Examples of advertising campaigns follow.	The brand is recognizable because it is easily identified by consumers, and the ease of identification is because the brand is recognizable
fallacy of relevance	- The introduction of electronic voting raises security issues: experts point to the risks of hacking and non-transparent vote counting. - But our country is actively developing its space program, launching new satellites and missions, which is an indicator of scientific progress and technological leadership. How can we doubt digital systems when we are making such progress in space?	But our country is actively developing its space program, launching new satellites and missions[SEP]How can we doubt digital systems when we are making such progress in space?
false causality	-- This year we introduced the electronic diary system in the school, and math achievement increased by 12%. But I think that this is due to the fact that teachers started to use interactive assignments more actively, not the diaries themselves.  -- And I see a clear pattern: since children started to go to the electronic diary every day and see their grades, they started to learn more. So the electronic diary is directly improving grades. Grades used to be worse without it, and now they're better, and that's not a coincidence.	since children started to go to the electronic diary every day and see their grades, they started to learn more. So the electronic diary is directly improving grades. Grades used to be worse without it, and now they're better, and that's not a coincidence.
faulty generalization	One student in the lecture was constantly distracted and did not listen to the teacher, and missed important points. It was conspicuous. So all the students in this class are not serious about their studies. It is difficult to work with such a group.	One student in the lecture was constantly distracted and did not listen to the teacher[SEP]So all the students in this class are not serious about their studies
ad hominem	Dedicated bus lanes were proposed in the transportation discussion. The opponent stated: He doesn't drive himself and is dismissive of motorists, so his arguments are motivated by personal animosity and are not credible. This will disadvantage drivers.	He doesn't drive himself and is dismissive of motorists, so his arguments are motivated by personal animosity and are not credible
faulty generalization	A colleague of mine suffered from insomnia for years until he started drinking his grandmother's herbal tea and now he sleeps like a baby. That means it will help all four of my friends who are now complaining of poor sleep. No need for any doctors - just make the same tea!	A colleague of mine suffered from insomnia for years until he started drinking his grandmother's herbal tea[SEP]That means it will help all[SEP]my friends
fallacy of credibility	At a health forum, one participant claimed that a new high-fat diet is safe and effective for everyone. This diet is completely safe and healthy because it is recommended by a famous TV presenter who has been hosting a program on healthy living for many years. He invites experts, talks to doctors and looks great himself, so his advice can be trusted without additional checks. If a popular TV host endorses this approach, then it works and can be used without question. Why bother looking into clinical trials when someone with such a reputation has already tested and approved everything? His success on TV and the trust of his audience are the best proof that the diet is right.	This diet is completely safe and healthy because it is recommended by a famous TV presenter[SEP]If a popular TV host endorses this approach, then it works and can be used without question
intentional	"- I suggest reducing the number of mandatory meetings: employees spend 10-12 hours a week in meetings with no clear outcome, which causes project deadlines to be missed and productivity to drop. There are reports that asynchronous communication improves efficiency. - You suggest shortening meetings not because you care about team effectiveness, but because you want to participate less and hide your low engagement. In reality, you're just uncomfortable reporting to management and coworkers on a regular basis. All your talk about ""productivity"" is a cover for wanting to work alone and avoid responsibility. I'm sure if you remove meetings, you'll just stop being visible in the team and do the minimum necessary, no more."	You suggest shortening meetings not because you care about team effectiveness, but because you want to participate less and hide your low engagement
ad hominem	He criticized consumer culture. This man himself is obsessed with demonstrative luxury and constantly brags about purchases, so his arguments against consumerism are hypocritical and irrelevant. That seems odd.	This man himself is obsessed with demonstrative luxury and constantly brags about purchases, so his arguments against consumerism are hypocritical and irrelevant
ad populum	In a conversation about school uniforms, a parent stated: 90% of families in our neighborhood approve of compulsory uniforms, so it is a pedagogically correct decision. The details of the impact on students were not discussed.	90% of families in our neighborhood approve of compulsory uniforms, so it is a pedagogically correct decision
intentional	"- I think the school program should be updated, more practical skills and digital literacy should be added. - You want to change the program because you actually want to destroy traditional education and impose your ideological views on children. Your talk of ""skills of the future"" is a smokescreen. You want to remove fundamental knowledge so that the next generation can be more easily controlled and steered in the right direction."	"You want to change the program because you actually want to destroy traditional education and impose your ideological views on children. Your talk of ""skills of the future"" is a smokescreen. You want to remove fundamental knowledge so that the next generation can be more easily controlled and steered in the right direction."
intentional	- We need to increase funding for science because it affects the technological development of the country. - You insist on increasing funding not because you think about development, but because you want to get more grants for your projects. It's actually personal gain. All the talk about science is just a way to get money.	You insist on increasing funding not because you think about development, but because you want to get more grants for your projects
false dilemma	In the field of technology, it is important to determine the direction of development. There is only one solution - to fully automate production, replacing human labor with machines. This will increase efficiency and reduce costs. Companies want to maximize productivity, and automation seems like a logical step. otherwise the business will not be able to compete and will go bankrupt. In this situation, keeping jobs is seen as an obstacle to progress.	There is only one solution - to fully automate production[SEP]otherwise the business will not be able to compete and will go bankrupt
ad hominem	In the article, he defends the idea of basic income by citing international examples. The author is known for his chronic dissatisfaction and tendency to blame society, so his arguments are motivated by resentment and are unconvincing. The editorial board still decided to publish the text.	The author is known for his chronic dissatisfaction and tendency to blame society, so his arguments are motivated by resentment and are unconvincing.
fallacy of credibility	In a discussion about science, one person presented arguments against a theory. He was told: you don't have a PhD, so your criticisms have no merit, you have no scientific status. Without a degree, your opinion cannot be considered authoritative in a scientific environment. Even logic and data are ignored.	you don't have a PhD, so your criticisms have no merit[SEP]Without a degree, your opinion cannot be considered authoritative in a scientific environment
faulty generalization	In the programming course, one module was poorly structured. Because of this, I had to spend more time. If one module is poorly structured, then the whole course is of poor quality. I'm thinking of dropping out.	If one module is poorly structured, then the whole course is of poor quality.
circular reasoning	Jurisprudence has considered the legitimacy of a norm. A norm is legitimate because it is recognized by the legal system. And recognition by the legal system is because the norm is legitimate. The court cited this in reaching its decision.	A norm is legitimate because it is recognized by the legal system.[SEP]recognition by the legal system is because the norm is legitimate.
equivocation	As a child, I loved to observe light: lamps, lanterns, sunlight. Light makes everything visible, without it it is impossible to navigate in space. It is the basis of perception. Light shows reality, and the light of society is the elite, so it is the elite that determines what is visible and meaningful, so it has the right to form the truth.	Light shows reality, and the light of society is the elite, so it is the elite that determines what is visible and meaningful, so it has the right to form the truth.
circular reasoning	In the discussion of AI ethics, the argument goes. Algorithm is ethical because it makes morally permissible decisions, and the moral permissibility of its decisions derives from the fact that the algorithm is ethical. Participants suggested alternative approaches.	Algorithm is ethical because it makes morally permissible decisions, and the moral permissibility of its decisions derives from the fact that the algorithm is ethical
equivocation	I like to hear toasts at celebrations: they bring people together, create an atmosphere and raise the mood. A good toast makes the evening memorable. A toast brings joy and unites people. If there is toast, then it gets better. And since toasted bread is also toast, the food itself brings people together and solves conflicts, without any extra effort. So it is enough to set the table.	A toast brings joy and unites people. If there is toast, then it gets better. And since toasted bread is also toast, the food itself brings people together and solves conflicts
fallacy of credibility	In a discussion about the quality of news sources, one person commented that it is important to check facts and compare different points of view. In response, he was told: Your opinion about journalism doesn't matter, even if you analyze sources and give examples, because you have no media training. You haven't studied journalism, worked in a newsroom, or been published in a major publication. Without that, it's impossible to judge the quality of news. Even if your remarks are logical, your lack of professional experience makes them untenable. Only industry professionals, not ordinary readers, can evaluate journalism.	Your opinion about journalism doesn't matter[SEP]because you have no media training
appeal to emotion	In a debate about banning certain books, an activist said: parents are worried that their children are reading dangerous ideas. How can you let this happen? It's a worry for the future generation. That's why such books should be banned.	How can you let this happen?[SEP]That's why such books should be banned.
fallacy of relevance	- Bullying is on the rise in schools, with surveys showing that 30% of pupils have experienced bullying. This affects mental health and academic performance. We need to introduce prevention programs and psychological support. - Why discuss bullying when the country has a growing foreign debt and economic instability? It's a much bigger threat. Stabilize the economy first, then deal with school problems - they're secondary.	Why discuss bullying when the country has a growing foreign debt and economic instability?[SEP]Stabilize the economy first, then deal with school problems
intentional	In a redundancy negotiation, the director said: Yes, we laid off some employees without warning, but my intentions were to keep the company going and save the rest of the jobs. He explained that otherwise the business could have closed. I was acting for the common good, because good causes justify tough decisions. He did not discuss alternative measures or the consequences for the laid-off workers.	Yes, we laid off some employees without warning, but my intentions were to keep the company going and save the rest of the jobs[SEP]I was acting for the common good, because good causes justify tough decisions
appeal to emotion	- We need to carefully analyze the consequences of military intervention. - People there are suffering every day, their lives are ruined. Do you really want to continue to do nothing? They're waiting for help. That's why you have to send in the troops immediately.	Do you really want to continue to do nothing?[SEP]That's why you have to send in the troops immediately.
ad hominem	He argues that minimalism helps you focus on what's important. But he himself is obsessed with conspicuous consumption and constantly brags about shopping, so his arguments about the value of simplicity don't carry weight. Perhaps it's worth hearing other opinions.	he himself is obsessed with conspicuous consumption and constantly brags about shopping, so his arguments about the value of simplicity don't carry weight
false causality	Since I started listening to classical music in the morning, my deals at work have been more successful and my income has almost doubled. I didn't have those results before. This is clearly not a coincidence, so now I play symphonies before every important meeting.	Since I started listening to classical music in the morning, my deals at work have been more successful
ad hominem	"Of course he advocates legalization and expansion of algorithmic trading - he himself owns a hedge fund that makes millions from it! It benefits him to keep the market as unregulated as possible, because the more automated trades, the higher his profits. How can his arguments about ""increasing liquidity"" or ""market efficiency"" be taken seriously? It's all about the lust for profit. He doesn't care about the stability of the financial system - he only cares about one thing: increasing his bank account. Therefore, his opinion is not worthy of consideration."	"he advocates legalization[SEP]algorithmic trading[SEP]It benefits him[SEP]How can his arguments about ""increasing liquidity"" or ""market efficiency"" be taken seriously? It's[SEP]about[SEP]lust for profit"
equivocation	I always pay attention to offers because they determine whether I accept or not. A good sentence should be clear, understandable and profitable. In language too, it is important to construct sentences correctly, otherwise the meaning is lost. A sentence must be competently constructed to be accepted. If a sentence is correct, then it deserves acceptance. Therefore, any correctly constructed proposal must be accepted. So if I am given a formally clear proposal, I feel obliged to accept it.	A sentence must be competently constructed to be accepted. If a sentence is correct, then it deserves acceptance. Therefore, any correctly constructed proposal must be accepted.
intentional	- Why didn't you respond to customer messages for two days? - You're asking this because you want to find an excuse to blame me and show your bosses your effectiveness, not to solve a communication problem. I see you constantly emphasizing other people's mistakes. Instead of discussing workload and reallocating tasks, you immediately look for blame. It's not about customers, it's about you wanting to look better than everyone else. If you wanted to help, you would offer a solution, not ask such questions.	You're asking this because you want to find an excuse to blame me and show your bosses your effectiveness
circular reasoning	A scientific theory report states the following. The theory is valid because it is supported by evidence, and the evidence is considered valid because the theory is valid. The author concludes that it is applicable.	The theory is valid because it is supported by evidence, and the evidence is considered valid because the theory is valid
equivocation	I think it is important to have roots - to know your history, culture, traditions. It gives a sense of stability and belonging. Roots nourish the plant and ensure its growth, so the deeper the roots of a person, the more resources he/she gets literally from the past.	Roots nourish the plant and ensure its growth, so the deeper the roots of a person, the more resources he/she gets literally from the past.
fallacy of extension	- I think it's worth increasing funding for preventive medicine to prevent disease, not just treat it. It's a supplement, not a replacement for treatment. We should increase funding for preventative medicine without refusing to treat disease - that would reduce the burden. - So you want to stop treating people and just lecture them about health? Are you suggesting we leave the sick without care and hope that prevention will solve everything? By your logic, medicine would become useless altogether!	We should increase funding for preventative medicine without refusing to treat disease[SEP]So you want to stop treating people and just lecture them about health
