label	text	rationale
fallacy of extension	— Я считаю, что детям младшего возраста не стоит давать смартфоны без контроля и ограничений по времени, потому что это влияет на внимание и сон. Родители могут постепенно вводить правила, чтобы сохранить баланс. — Ну конечно! Вы хотите полностью лишить детей доступа к технологиям и изолировать их от современного мира! Значит, никаких телефонов, интернета, обучения онлайн? Пусть сидят с книжками и не знают, как устроена реальность? Вы предлагаете вырастить поколение, которое будет отставать от всех остальных!	детям младшего возраста не стоит давать смартфоны без контроля и ограничений по времени[SEP]Вы хотите полностью лишить детей доступа к технологиям и изолировать их от современного мира
equivocation	Я стараюсь держать слово, потому что слово многое значит. Слово может поддержать, вдохновить, изменить жизнь человека. Сильное слово оказывает влияние и формирует реальность вокруг нас. В тексте слово — это просто единица языка. Значит, любое произнесённое слово автоматически обладает силой менять реальность, независимо от контекста.	Сильное слово оказывает влияние и формирует реальность вокруг нас.[SEP]Значит, любое произнесённое слово автоматически обладает силой менять реальность
false dilemma	-- Я считаю, что в школе можно обойтись без единой формы, но следует ввести разумный дресс-код: запретить откровенную, грязную или агрессивную одежду. Это позволит сохранить дисциплину, не подавляя индивидуальность детей.  -- Либо мы немедленно введём строгую форму для всех учеников, либо школа превратится в рассадник хаоса, безнравственности и уличной культуры. Никаких компромиссов — дети либо в форме, либо в джинсах с дырками, как в тюрьме! Другого выбора просто нет! Это вопрос дисциплины, а не моды.	Либо мы немедленно введём строгую форму для всех учеников, либо школа превратится в рассадник хаоса[SEP]Никаких компромиссов
fallacy of credibility	В нашей семье всегда было принято отмечать свадьбы строго по традиционному сценарию, с определёнными обрядами и последовательностью действий. Мы должны сохранить этот формат праздника без изменений, потому что наши предки веками проводили свадьбы именно так и считали это правильным. Любые современные нововведения только портят атмосферу и размывают культурную идентичность. Если поколениями люди придерживались этих правил, значит, в них есть глубокий смысл, даже если мы его не до конца понимаем. Отказ от традиций приведёт к утрате связи с прошлым. Поэтому важно следовать установленным обычаям, не задавая лишних вопросов.	Мы должны сохранить этот формат праздника без изменений[SEP]наши предки веками проводили свадьбы именно так и считали это правильным
ad populum	— Может, стоит рассмотреть альтернативную теорию происхождения языка? — Её игнорирует большинство лингвистов, значит, она несостоятельна. Нет смысла тратить время.	Её игнорирует большинство лингвистов, значит, она несостоятельна
ad hominem	"На совещании по финансовой грамотности один участник резко возразил: ""Не слушайте его о вреде займов — он транжира и должник, у него куча долговых обязательств перед родными, знакомыми и кредитными компаниями. Он сам живёт в долг, берёт деньги на кофе и новые кроссовки, а теперь поучает других жить по средствам? Это лицемерие! Как можно всерьёз воспринимать человека, который не может контролировать свои расходы, но при этом осуждает чужие решения?"""	Не слушайте его[SEP]он транжира и должник[SEP]Это лицемерие
intentional	В отделе продаж сотрудник признался, что завысил показатели в CRM, чтобы выполнить план месяца. Когда это вскрылось, он сказал: Да, я приукрасил данные, но мои намерения были чистыми и направлены на сохранение команды и бонусов коллег. Он объяснил, что без выполнения плана отдел лишился бы премий, а некоторые сотрудники могли бы потерять работу. По его мнению, временное искажение данных — это допустимая мера ради общего блага. Он настаивал, что реальные последствия не так важны, как его стремление помочь коллегам, и что руководство должно оценить именно мотивы, а не сам факт нарушения.	Да, я приукрасил данные, но мои намерения были чистыми и направлены на сохранение команды и бонусов коллег
false dilemma	В системе правосудия необходимо усилить наказания. Либо мы вводим максимально строгие меры и ужесточаем приговоры, чтобы преступники боялись последствий своих действий. Сейчас многие считают, что наказания слишком мягкие и не выполняют сдерживающую функцию. Уровень преступности вызывает тревогу, и общество требует защиты. либо преступность выйдет из-под контроля, и люди перестанут чувствовать себя в безопасности. В таких условиях нельзя рассчитывать на профилактику или социальные программы как на основной инструмент.	Либо мы вводим максимально строгие меры и ужесточаем приговоры[SEP]либо преступность выйдет из-под контроля
intentional	В университете обсуждали переход на дистанционное обучение. Студент отметил плюсы гибкости и доступности. Преподаватель ответил: «Ты поддерживаешь дистанционку, потому что хочешь меньше учиться и списывать на экзаменах без контроля. Твоя настоящая цель — упростить себе жизнь, а не получить качественное образование.» Вместо обсуждения формата обучения он атаковал предполагаемые намерения студента.	Ты поддерживаешь дистанционку, потому что хочешь меньше учиться и списывать на экзаменах без контроля. Твоя настоящая цель — упростить себе жизнь, а не получить качественное образование
appeal to emotion	В парламенте говорили о расширении наблюдения. Один депутат сказал: преступники становятся всё изощрённее. Разве вы готовы рисковать безопасностью своих близких? Люди хотят чувствовать защиту. Значит нужно внедрить повсеместное видеонаблюдение.	Разве вы готовы рисковать безопасностью своих близких?[SEP]Значит нужно внедрить повсеместное видеонаблюдение.
false causality	В последние годы люди стали чаще пользоваться фитнес-браслетами, и одновременно выросла продолжительность жизни. Поскольку оба показателя растут параллельно, можно сделать вывод, что именно браслеты продлевают жизнь пользователей.	Поскольку оба показателя растут параллельно, можно сделать вывод, что именно браслеты продлевают жизнь пользователей
fallacy of extension	— Я считаю, что в городском планировании важно учитывать потребности людей с ограниченной мобильностью чтобы сделать среду доступнее. — Значит, вы хотите перестроить весь город только под одну категорию людей и игнорировать остальных? Вы предлагаете потратить все ресурсы на это и забыть про другие нужды? Это перекос!	в городском планировании важно учитывать потребности людей с ограниченной мобильностью[SEP]Значит, вы хотите перестроить весь город только под одну категорию людей и игнорировать остальных
appeal to emotion	На дебатах о миграции эксперт пытался говорить о статистике, но его перебили. Ведущий напомнил о страхах жителей приграничных регионов. Неужели вы хотите, чтобы чужие люди ходили по вашим улицам ночью? Он описал тревожные сцены пустых дворов. Значит, границы нужно закрыть, пока ещё не поздно.	Неужели вы хотите, чтобы чужие люди ходили по вашим улицам ночью?[SEP]Значит, границы нужно закрыть, пока ещё не поздно
fallacy of relevance	— В школах не хватает учителей математики и физики, вакансии закрываются месяцами, что влияет на качество образования. — А вы знаете, что в городе открылась крупнейшая торговая галерея? Это тысячи рабочих мест и рост экономики. Разве это не более значимое событие, чем нехватка учителей?	А вы знаете, что в городе открылась крупнейшая торговая галерея[SEP]Разве это не более значимое событие, чем нехватка учителей
false dilemma	В здравоохранении расходы растут, и бюджет уже не справляется с нагрузкой. Либо мы переводим медицину на платную основу, чтобы снизить давление на государственные финансы и повысить качество услуг за счёт конкуренции. Частные клиники смогут инвестировать в оборудование и персонал. либо система окончательно развалится под тяжестью бесплатных обязательств. Вопрос стоит не в идеологии, а в выживаемости самой системы.	Либо мы переводим медицину на платную основу,[SEP]либо система окончательно развалится под тяжестью бесплатных обязательств.
fallacy of relevance	— В отчёте транспортного департамента указано, что из-за пробок город ежегодно теряет до 100 миллиардов рублей в виде упущенного времени и топлива. Нужны меры по оптимизации движения. — Но ведь у нас в стране падает интерес к чтению, люди перестают покупать книги? Это культурный кризис. Давайте лучше обсудим поддержку литературы, а не транспортные проблемы.	Но ведь у нас в стране падает интерес к чтению, люди перестают покупать книги[SEP]Давайте лучше обсудим поддержку литературы, а не транспортные проблемы
faulty generalization	Я попробовал одно блюдо в ресторане, и оно оказалось пересоленным — значит, вся кухня там плохая. Мы пришли туда по рекомендации друзей. После ужина впечатление осталось неоднозначным.	Я попробовал одно блюдо в ресторане, и оно оказалось пересоленным — значит, вся кухня там плохая
faulty generalization	На конференции один докладчик читал с листа и путался. Это выглядело неубедительно. Один доклад оказался слабым — значит, вся конференция низкого уровня. Возможно, не стоит посещать её в будущем.	Один доклад оказался слабым — значит, вся конференция низкого уровня
fallacy of extension	— Я считаю, что нужно развивать велосипедную инфраструктуру в городе, чтобы дать альтернативу автомобилям. Это полезно для экологии и здоровья. — Значит, вы хотите заставить всех пересесть на велосипеды и отказаться от машин полностью? Люди будут ехать зимой по снегу? Это нереально!	нужно развивать велосипедную инфраструктуру в городе, чтобы дать альтернативу автомобилям[SEP]вы хотите заставить всех пересесть на велосипеды и отказаться от машин полностью
faulty generalization	Недавно я смотрел собеседование кандидата. Он плохо ответил на вопросы. Один выпускник этого университета показал слабые знания — значит, там плохо учат всех. Решение приняли быстро.	Один выпускник этого университета показал слабые знания — значит, там плохо учат всех
fallacy of relevance	— В отчёте по университетам указано, что доля плагиата в дипломных работах достигает 18%, что подрывает доверие к дипломам. Нужны строгие проверки и академические стандарты. — Сначала решите проблему бездомности в городе, а потом говорите о плагиате в дипломах; на улицах живут тысячи людей. Зачем обсуждать академические стандарты, когда у людей нет крыши над головой и базовой безопасности?	Сначала решите проблему бездомности в городе, а потом говорите о плагиате в дипломах[SEP]Зачем обсуждать академические стандарты, когда у людей нет крыши над головой и базовой безопасности
false causality	В городе установили больше камер видеонаблюдения, и вскоре увеличился поток туристов. Город стал популярнее. Раз рост туризма произошёл после установки камер, значит именно видеонаблюдение привлекло туристов.	Раз рост туризма произошёл после установки камер, значит именно видеонаблюдение привлекло туристов
ad hominem	— Я думаю, что искусственный интеллект может существенно улучшить диагностику заболеваний. — Ты просто одержим технологиями и игнорируешь человеческий фактор, следовательно твои аргументы неадекватны и не стоят обсуждения. Это опасная позиция.	Ты просто одержим технологиями и игнорируешь человеческий фактор, следовательно твои аргументы неадекватны и не стоят обсуждения
fallacy of credibility	В обсуждении изменения климата один участник привёл данные спутниковых наблюдений. Другой ответил: вы не климатолог, поэтому ваши рассуждения о глобальном потеплении не заслуживают доверия, у вас нет научной степени. Он подчеркнул, что только специалисты могут говорить на эту тему. Без академического статуса в климатологии ваше мнение не имеет авторитета и не должно учитываться. Даже точные данные не компенсируют отсутствие титула.	вы не климатолог, поэтому ваши рассуждения о глобальном потеплении не заслуживают доверия[SEP]Без академического статуса в климатологии ваше мнение не имеет авторитета и не должно учитываться
fallacy of credibility	В семье обсуждают воспитание детей, и кто-то предлагает современные методы. Старший родственник отвечает: Мы должны воспитывать детей так, как делали наши родители и их родители, потому что это проверено временем. Если этот подход передавался из поколения в поколение, значит он правильный. Он отвергает новые идеи исключительно на основании традиции.	Мы должны воспитывать детей так, как делали наши родители и их родители[SEP]Если этот подход передавался из поколения в поколение, значит он правильный
false causality	Я заметил, что когда беру с собой новый блокнот, встречи проходят особенно успешно. Это повторилось уже несколько раз. Если удачные переговоры происходят именно в дни с этим блокнотом, значит он каким-то образом влияет на исход встреч. Теперь беру его всегда.	Если удачные переговоры происходят именно в дни с этим блокнотом, значит он каким-то образом влияет на исход встреч
false dilemma	В цифровой политике звучит: только так можно обеспечить безопасность — полностью контролировать интернет, включая фильтрацию контента. Угрозы описываются как серьёзные. Свобода выражения рассматривается как второстепенная. либо сеть превратится в пространство хаоса и преступности, без каких-либо ограничений. Такой выбор представляется неизбежным.	только так можно обеспечить безопасность — полностью контролировать интернет,[SEP]либо сеть превратится в пространство хаоса и преступности,
fallacy of relevance	— Водоснабжение в регионе изношено на 70%, из-за чего происходят регулярные аварии, утечки и перебои с подачей воды. В некоторых районах люди остаются без воды на несколько дней. — Разве можно обсуждать трубы и инфраструктуру, когда у нас нет современных спортивных комплексов для молодёжи? Подростки не имеют возможности заниматься спортом, растёт уровень преступности. Сначала создайте условия для развития молодёжи, а потом занимайтесь коммунальными системами.	Разве можно обсуждать трубы и инфраструктуру, когда у нас нет современных спортивных комплексов для молодёжи[SEP]Сначала создайте условия для развития молодёжи
intentional	В обсуждении реформы полиции активист предложил усилить контроль за действиями сотрудников. Оппонент заявил: вы требуете контроля не ради справедливости, а потому что хотите ослабить полицию и лишить её эффективности . Он утверждал, что такие идеи подрывают порядок. ваша настоящая цель — ограничить полномочия правоохранительных органов и создать хаос в обществе . Вместо анализа предложенных механизмов разговор сосредоточился на мотивах.	вы требуете контроля не ради справедливости, а потому что хотите ослабить полицию и лишить её эффективности[SEP]ваша настоящая цель — ограничить полномочия правоохранительных органов и создать хаос в обществе
ad populum	В художественном совете оценивают современную выставку. Экспозиция собирает рекордные очереди и получает массовое одобрение публики следовательно, это высокое искусство. Критический анализ отсутствует.	Экспозиция собирает рекордные очереди и получает массовое одобрение публики следовательно, это высокое искусство
equivocation	Я думаю о значении лавки в жизни. Лавка — это место, где можно приобрести необходимые вещи, обеспечить себя всем нужным. Это символ достатка и удобства. Если лавка даёт возможность получить нужное, значит она обеспечивает комфорт. А раз лавка — это также место для сидения, то достаточно просто сесть на лавку, чтобы почувствовать тот же уровень обеспечения и удовлетворения. Поэтому отдых на лавке уже сам по себе решает многие жизненные проблемы.	Если лавка даёт возможность получить нужное, значит она обеспечивает комфорт. А раз лавка — это также место для сидения, то достаточно просто сесть на лавку, чтобы почувствовать тот же уровень обеспечения и удовлетворения.
ad hominem	Он предлагает реформу системы мотивации сотрудников. Но он сам известен как человек, который постоянно конфликтует с коллегами, поэтому его аргументы о командной работе не заслуживают доверия. Это выглядит сомнительно.	он сам известен как человек, который постоянно конфликтует с коллегами, поэтому его аргументы о командной работе не заслуживают доверия
fallacy of credibility	В разговоре о вакцинации один участник привёл данные Всемирной организации здравоохранения и результаты клинических испытаний, подтверждающие безопасность вакцин. Однако его оппонент отмахнулся от этих аргументов. Он заявил: ваши доводы не имеют значения, потому что у вас нет медицинского образования и вы не врач, а значит, вы не можете делать выводы о таких сложных вопросах. Он добавил, что только дипломированные иммунологи и практикующие врачи имеют право высказываться о вакцинации. Даже если человек умеет читать научные статьи и правильно интерпретировать статистику, отсутствие профильного диплома, по его мнению, автоматически делает все аргументы несостоятельными. В итоге он отказался обсуждать сами данные и сосредоточился исключительно на статусе собеседника, утверждая, что без медицинской лицензии любое мнение — это просто дилетантство.	ваши доводы не имеют значения, потому что у вас нет медицинского образования и вы не врач
ad hominem	— Я предлагаю пересмотреть политику конфиденциальности в приложении. — Ты склонен к паранойе и везде видишь угрозы, значит твои аргументы о защите данных преувеличены и не стоят внимания. Не стоит драматизировать.	Ты склонен к паранойе и везде видишь угрозы, значит твои аргументы о защите данных преувеличены и не стоят внимания
faulty generalization	Я читал интервью с одним историком, который выразил сомнения в общепринятых цифрах жертв Холокоста. Он привёл альтернативные архивные данные и считает, что официальная версия преувеличена. Если один учёный не согласен с существующей версией, то и все другие наверняка будут её оспаривать.	Если один учёный не согласен с существующей версией, то и все другие наверняка будут её оспаривать
equivocation	Я много думаю о том, как важно сохранять мир. Когда нет войны, люди могут спокойно работать, строить семьи, развиваться и чувствовать безопасность. Мир обеспечивает стабильность и благополучие, значит мир должен быть везде, где мы живём. Поэтому, если я создаю вокруг себя свой собственный мир и отгораживаюсь от чужих проблем, я уже способствую всеобщему миру. Чем больше людей сосредоточены только на своём мире, тем меньше конфликтов в целом. Значит, игнорирование чужих трудностей — это вклад в глобальное спокойствие.	Мир обеспечивает стабильность и благополучие, значит мир должен быть везде, где мы живём.
