label	text	rationale
fallacy of extension	— Я думаю, что стоит ограничить использование одноразового пластика в крупных торговых сетях, предлагая альтернативы вроде многоразовых сумок. Это не означает мгновенный запрет, а скорее постепенный переход с учётом удобства покупателей и бизнеса. Такие меры уже показали эффективность в ряде стран. — Понятно! Значит, вы хотите полностью запретить весь пластик и оставить людей без привычных товаров? Ни упаковки, ни бутылок, ни медицинских изделий — всё под нож! Вы предлагаете разрушить промышленность, уволить тысячи людей и вернуть нас в эпоху, когда всё заворачивали в листья! Это радикализм, который приведёт к хаосу.	стоит ограничить использование одноразового пластика в крупных торговых сетях, предлагая альтернативы[SEP]Значит, вы хотите полностью запретить весь пластик и оставить людей без привычных товаров
fallacy of credibility	Этот диетический план эффективен, потому что его разработал известный бизнес-тренер, который проводит семинары по личностному росту. Он успешен, зарабатывает миллионы и помогает людям достигать целей. Если человек с таким авторитетом говорит, что диета работает, значит она действительно полезна. Он делится своим опытом и утверждает, что благодаря этому питанию чувствует себя лучше. Его успех в карьере показывает, что он умеет принимать правильные решения. Нет необходимости проверять научные исследования или консультироваться с врачами — достаточно довериться мнению человека, который уже доказал свою компетентность в жизни и бизнесе.	Этот диетический план эффективен, потому что его разработал известный бизнес-тренер[SEP]Если человек с таким авторитетом говорит, что диета работает, значит она действительно полезна
fallacy of credibility	На лекции по истории обсуждали необходимость пересмотра школьных учебников. Один студент предложил обновить материалы с учётом новых исследований. Преподаватель ответил: мы не должны менять содержание учебников, потому что любые изменения нарушат преемственность, ведь эти тексты используются десятилетиями и считаются классическими. Они формировали образование нескольких поколений и доказали свою ценность временем. Если начать их менять, можно потерять важные элементы культурного наследия. Поэтому лучше сохранить существующую систему, ведь традиция сама по себе гарантирует правильность содержания.	мы не должны менять содержание учебников[SEP]ведь эти тексты используются десятилетиями и считаются классическими
equivocation	Я думаю, что важно иметь союз с людьми вокруг. Когда есть союз, появляется поддержка, взаимопомощь и чувство единства. Это помогает справляться с трудностями и достигать целей быстрее. Союз соединяет элементы в одно целое, поэтому если использовать союз в речи, он объединяет мысли так же крепко, как люди объединяются в союз. Значит, правильная речь автоматически создаёт крепкие отношения.	Союз соединяет элементы в одно целое, поэтому если использовать союз в речи, он объединяет мысли так же крепко, как люди объединяются в союз
fallacy of extension	— Я думаю, что в медицине стоит больше внимания уделять профилактике заболеваний, чтобы снижать нагрузку на больницы. Это включает просвещение и регулярные обследования. Профилактика должна дополнять лечение, а не заменять его полностью. — Значит, вы хотите вообще перестать лечить людей и ограничиться только советами по здоровому образу жизни? То есть если человек серьёзно заболел, вы предложите ему просто правильно питаться и гулять? Вы предлагаете закрыть больницы, распустить врачей и оставить людей один на один с болезнями? Это не медицина, а издевательство над пациентами!	Профилактика должна дополнять лечение, а не заменять его полностью. — Значит, вы хотите вообще перестать лечить людей и ограничиться только советами по здоровому образу жизни
appeal to emotion	В парламенте обсуждали смертную казнь. Один депутат сказал: Семьи жертв живут в постоянной боли, каждый день для них — напоминание о трагедии. Разве справедливо, что убийца продолжает жить? Их страдания не имеют конца. Поэтому смертная казнь должна быть возвращена.	Разве справедливо, что убийца продолжает жить?[SEP]Поэтому смертная казнь должна быть возвращена.
appeal to emotion	На совещании по обороне обсуждали необходимость вмешательства. Один участник сказал: Подумайте о людях, которые ждут помощи. Как вы можете отвернуться? Их надежда угасает с каждым днём. Поэтому мы должны начать военную операцию.	Подумайте о людях, которые ждут помощи. Как вы можете отвернуться?[SEP]Поэтому мы должны начать военную операцию
false dilemma	На совещании по образовательной политике прозвучало утверждение: система оценивания должна быть пересмотрена. Либо мы полностью переходим на стандартизированные тесты. Обсуждаются сложности с субъективностью учителей и разницей в требованиях между школами. Приводятся примеры неравенства при поступлении в вузы. либо образование окончательно потеряет объективность. Делается акцент на том, что любые альтернативные подходы якобы не способны обеспечить сопоставимые результаты и прозрачность для всех учеников.	Либо мы полностью переходим на стандартизированные тесты[SEP]либо образование окончательно потеряет объективность
circular reasoning	В дебатах о медиа утверждали независимость издания. Издание независимо, потому что публикует независимую аналитику. Это считалось показателем качества. А аналитика является независимой, поскольку издание независимо. Репутацию сочли безупречной.	Издание независимо, потому что публикует независимую аналитику[SEP]А аналитика является независимой, поскольку издание независимо
equivocation	Я люблю музыку и часто думаю о ладе в произведениях. Гармония звуков создаёт настроение и влияет на восприятие. Лад создаёт согласие и порядок, поэтому если в коллективе есть лад, он обязательно звучит как слаженный оркестр. Значит, любая дружная команда способна создавать музыку, даже без инструментов. Всё дело в внутренней гармонии.	Лад создаёт согласие и порядок, поэтому если в коллективе есть лад, он обязательно звучит как слаженный оркестр. Значит, любая дружная команда способна создавать музыку, даже без инструментов.
intentional	— Нужно сократить военные расходы и направить средства на образование и здравоохранение. — Вы выступаете за сокращение армии не потому, что заботитесь о людях, а потому что хотите ослабить страну и сделать её уязвимой. Ваши идеи играют на руку внешним силам. Все разговоры о школах и больницах — это лишь прикрытие. На самом деле вы подрываете безопасность государства.	Вы выступаете за сокращение армии не потому, что заботитесь о людях, а потому что хотите ослабить страну и сделать её уязвимой
intentional	Да, мы вырубили часть леса под новый промышленный объект, но мы действовали из любви к экономическому развитию региона и созданию рабочих мест. Без этого проекта город бы продолжал деградировать. Мы хотели как лучше для жителей, поэтому экологические риски можно считать допустимыми издержками на пути к процветанию. Конечно, сейчас ухудшилось качество воздуха и исчезли природные зоны, но зато появились рабочие места. Иногда приходится жертвовать природой ради будущего людей.	Да, мы вырубили часть леса под новый промышленный объект, но мы действовали из любви к экономическому развитию региона и созданию рабочих мест[SEP]Мы хотели как лучше для жителей, поэтому экологические риски можно считать допустимыми издержками на пути к процветанию
intentional	— Я считаю, что нужно сократить военные расходы и направить средства в социальную сферу. — вы предлагаете это не из заботы о гражданах, а потому что хотите ослабить обороноспособность страны и ваша настоящая цель — сделать нас уязвимыми перед внешними угрозами. Все ваши аргументы о школах и больницах — это лишь прикрытие. На самом деле вы играете на руку тем, кто заинтересован в нашей слабости.	вы предлагаете это не из заботы о гражданах, а потому что хотите ослабить обороноспособность страны[SEP]ваша настоящая цель — сделать нас уязвимыми перед внешними угрозами
circular reasoning	В политическом анализе рассматривается авторитет лидера. Лидер обладает легитимностью, поскольку его поддерживает население. Однако поддержка населения объясняется тем, что лидер легитимен. Это подаётся как доказательство устойчивости власти.	Лидер обладает легитимностью, поскольку его поддерживает население[SEP]поддержка населения объясняется тем, что лидер легитимен
false causality	После того как в классе повесили новые шторы, ученики стали вести себя спокойнее и внимательнее, учителя это сразу заметили. Значит, именно изменение интерьера влияет на дисциплину и поведение детей.	После того как в классе повесили новые шторы, ученики стали вести себя спокойнее и внимательнее
faulty generalization	На прошлой неделе я заказал еду через новое приложение, и курьер опоздал. Это немного испортило вечер. Один заказ приехал с задержкой — значит, все доставки через это приложение всегда работают плохо и опаздывают. Больше пользоваться им не хочется.	Один заказ приехал с задержкой — значит, все доставки через это приложение всегда работают плохо и опаздывают
faulty generalization	Недавно сосед купил умную колонку, и она иногда не понимала команды. Это выглядело странно. Одна колонка работает с ошибками — значит, все такие устройства бесполезны. Технология не готова.	Одна колонка работает с ошибками — значит, все такие устройства бесполезны
circular reasoning	На конференции по экономической политике обсуждали налоговую реформу. Эта система налогообложения является справедливой, поскольку она обеспечивает справедливое распределение налоговой нагрузки. Эксперты подчёркивали её социальную значимость. При этом справедливое распределение налоговой нагрузки объясняется тем, что сама система налогообложения является справедливой.	Эта система налогообложения является справедливой, поскольку она обеспечивает справедливое распределение налоговой нагрузки[SEP]справедливое распределение налоговой нагрузки объясняется тем, что сама система налогообложения является справедливой
false dilemma	В системе правосудия обсуждают роль присяжных. Одни считают их гарантом справедливости, другие указывают на риск ошибок. Есть только два варианта: либо мы полностью доверяем решениям присяжных, считая их выражением воли народа и справедливости, потому что судьи якобы оторваны от общества. Возможности смешанных моделей игнорируются. либо отказываемся от них и передаём всё профессиональным судьям, даже если это снижает участие граждан.	Есть только два варианта: либо мы полностью доверяем решениям присяжных[SEP]либо отказываемся от них и передаём всё профессиональным судьям
equivocation	Я много думаю о том, как важно держать мир в семье. Когда в доме царит мир, никто не ругается, все поддерживают друг друга, дети растут спокойными, а взрослые чувствуют уверенность в завтрашнем дне. Мир нужно беречь и поддерживать, ведь без него начинается разрушение и хаос. Поэтому любые действия, которые направлены на установление мира, всегда оправданы. Даже если ради этого приходится уступать или идти на жёсткие меры. Значит, если государство начинает войну ради мира, это правильный шаг, потому что конечная цель — сохранить мир как ценность.	Мир нужно беречь и поддерживать, ведь без него начинается разрушение и хаос. Поэтому любые действия, которые направлены на установление мира, всегда оправданы.[SEP]Значит, если государство начинает войну ради мира, это правильный шаг
